date_UTC,PopulationName,Latitude_decimalDegree,Longitude_decimalDegree,CellAbundance_10^6_cells_per_L,Biomass_pgC_per_L,CellQuotas_fgC_per_cell,CellDiameter_micrometer,Salinity_psu,Temperature_degC,cruisename,Light_micromolQuanta_m2_s,SiO4_micromol_per_L,NO3NO2_micromol_per_L,PO4_micromol_per_L,Fe_micromol_per_L,SatelliteCHL_microgramCHL_per_L,MixedLayerDepth_m
2016-04-20T08:00:00Z,nanoeukaryotes (2-5µm),21.66271,-158.32343,1.345562067,2.789363731,2.073010082,2.77006,34.90237647,24.33926471,KOK1606,0.020382353,NA,NA,NA,NA,NA,NA
2016-04-20T08:00:00Z,picoeukaryotes (< 2µm),21.66271,-158.32343,2.011605665,1.044393009,0.519183768,1.6197,34.90237647,24.33926471,KOK1606,0.020382353,NA,NA,NA,NA,NA,NA
2016-04-20T09:00:00Z,Prochlorococcus,21.802385,-158.30565,291.4119364,9.406512202,0.03227909,0.55187,34.88059,24.320725,KOK1606,0.08565,NA,NA,NA,NA,NA,NA
2016-04-20T09:00:00Z,Synechococcus,21.802385,-158.30565,2.191210535,0.400944371,0.182978479,1.08115,34.88059,24.320725,KOK1606,0.08565,NA,NA,NA,NA,NA,NA
2016-04-20T09:00:00Z,nanoeukaryotes (2-5µm),21.802385,-158.30565,1.23715845,2.477443915,2.002527579,2.73317,34.88059,24.320725,KOK1606,0.08565,NA,NA,NA,NA,NA,NA
2016-04-20T09:00:00Z,picoeukaryotes (< 2µm),21.802385,-158.30565,2.70014741,1.462604963,0.541675968,1.64655,34.88059,24.320725,KOK1606,0.08565,NA,NA,NA,NA,NA,NA
2016-04-20T10:00:00Z,Prochlorococcus,21.94321,-158.289675,299.8874674,9.142001609,0.030484774,0.53977,34.88405263,24.31082632,KOK1606,0.085915789,NA,NA,NA,NA,NA,NA
2016-04-20T10:00:00Z,Synechococcus,21.94321,-158.289675,2.341213503,0.391991708,0.167430996,1.04457,34.88405263,24.31082632,KOK1606,0.085915789,NA,NA,NA,NA,NA,NA
2016-04-20T10:00:00Z,nanoeukaryotes (2-5µm),21.94321,-158.289675,1.180081861,2.559525234,2.168938714,2.81906,34.88405263,24.31082632,KOK1606,0.085915789,NA,NA,NA,NA,NA,NA
2016-04-20T10:00:00Z,picoeukaryotes (< 2µm),21.94321,-158.289675,2.8115235,1.529647214,0.544063464,1.64935,34.88405263,24.31082632,KOK1606,0.085915789,NA,NA,NA,NA,NA,NA
2016-04-20T11:00:00Z,Prochlorococcus,22.08163,-158.284815,308.0916571,8.748631295,0.028396197,0.52513,34.882005,24.31282,KOK1606,0.0173,NA,NA,NA,NA,NA,NA
2016-04-20T11:00:00Z,Synechococcus,22.08163,-158.284815,2.32231866,0.404445403,0.17415586,1.06063,34.882005,24.31282,KOK1606,0.0173,NA,NA,NA,NA,NA,NA
2016-04-20T11:00:00Z,nanoeukaryotes (2-5µm),22.08163,-158.284815,1.02941398,2.142585904,2.081364685,2.77438,34.882005,24.31282,KOK1606,0.0173,NA,NA,NA,NA,NA,NA
2016-04-20T11:00:00Z,picoeukaryotes (< 2µm),22.08163,-158.284815,3.075149234,1.609659902,0.523441232,1.62484,34.882005,24.31282,KOK1606,0.0173,NA,NA,NA,NA,NA,NA
2016-04-20T12:00:00Z,Prochlorococcus,22.220065,-158.28447,296.3785547,8.06220615,0.027202394,0.51646,34.884555,24.34093,KOK1606,0.014525,NA,NA,NA,NA,NA,NA
2016-04-20T12:00:00Z,Synechococcus,22.220065,-158.28447,2.191399835,0.369917294,0.168804108,1.04788,34.884555,24.34093,KOK1606,0.014525,NA,NA,NA,NA,NA,NA
2016-04-20T12:00:00Z,nanoeukaryotes (2-5µm),22.220065,-158.28447,0.916492836,2.013440102,2.196896715,2.83309,34.884555,24.34093,KOK1606,0.014525,NA,NA,NA,NA,NA,NA
2016-04-20T12:00:00Z,picoeukaryotes (< 2µm),22.220065,-158.28447,2.556360375,1.267816075,0.495945754,1.59121,34.884555,24.34093,KOK1606,0.014525,NA,NA,NA,NA,NA,NA
2016-04-20T13:00:00Z,Prochlorococcus,22.359095,-158.271755,272.627262,6.903812802,0.025323266,0.50232,35.026115,24.363905,KOK1606,0.015,NA,NA,NA,NA,NA,NA
2016-04-20T13:00:00Z,Synechococcus,22.359095,-158.271755,2.533343383,0.439102884,0.173329398,1.05868,35.026115,24.363905,KOK1606,0.015,NA,NA,NA,NA,NA,NA
2016-04-20T13:00:00Z,nanoeukaryotes (2-5µm),22.359095,-158.271755,0.778986725,1.70621394,2.190299122,2.82979,35.026115,24.363905,KOK1606,0.015,NA,NA,NA,NA,NA,NA
2016-04-20T13:00:00Z,picoeukaryotes (< 2µm),22.359095,-158.271755,3.019391823,1.42190686,0.470924923,1.5596,35.026115,24.363905,KOK1606,0.015,NA,NA,NA,NA,NA,NA
2016-04-20T14:00:00Z,Prochlorococcus,22.499235,-158.251615,280.0927412,7.127813462,0.025448048,0.50328,35.127565,24.200095,KOK1606,0.0145,NA,NA,NA,NA,NA,NA
2016-04-20T14:00:00Z,Synechococcus,22.499235,-158.251615,2.314439984,0.369102378,0.159478051,1.02505,35.127565,24.200095,KOK1606,0.0145,NA,NA,NA,NA,NA,NA
2016-04-20T14:00:00Z,nanoeukaryotes (2-5µm),22.499235,-158.251615,0.826585709,1.701302989,2.058229377,2.76239,35.127565,24.200095,KOK1606,0.0145,NA,NA,NA,NA,NA,NA
2016-04-20T14:00:00Z,picoeukaryotes (< 2µm),22.499235,-158.251615,3.294885211,1.549655119,0.470321429,1.55882,35.127565,24.200095,KOK1606,0.0145,NA,NA,NA,NA,NA,NA
2016-04-20T15:00:00Z,Prochlorococcus,22.63386316,-158.2237526,260.8266695,7.063281927,0.027080367,0.51556,35.09891,24.041635,KOK1606,0.1267,NA,NA,NA,NA,NA,NA
2016-04-20T15:00:00Z,Synechococcus,22.63386316,-158.2237526,2.602038413,0.422219624,0.162264947,1.03196,35.09891,24.041635,KOK1606,0.1267,NA,NA,NA,NA,NA,NA
2016-04-20T15:00:00Z,nanoeukaryotes (2-5µm),22.63386316,-158.2237526,0.787157533,1.612582888,2.048615202,2.75738,35.09891,24.041635,KOK1606,0.1267,NA,NA,NA,NA,NA,NA
2016-04-20T15:00:00Z,picoeukaryotes (< 2µm),22.63386316,-158.2237526,3.336827877,1.538203573,0.4609778,1.54675,35.09891,24.041635,KOK1606,0.1267,NA,NA,NA,NA,NA,NA
2016-04-20T16:00:00Z,Prochlorococcus,22.774385,-158.20742,251.9404747,6.800495293,0.026992468,0.51491,35.10061579,23.9981,KOK1606,29.85076316,NA,NA,NA,NA,NA,48.22322221
2016-04-20T16:00:00Z,Synechococcus,22.774385,-158.20742,2.645961915,0.43584498,0.164720806,1.03798,35.10061579,23.9981,KOK1606,29.85076316,NA,NA,NA,NA,NA,48.22322221
2016-04-20T16:00:00Z,nanoeukaryotes (2-5µm),22.774385,-158.20742,0.733841,1.517354947,2.067688978,2.7673,35.10061579,23.9981,KOK1606,29.85076316,NA,NA,NA,NA,NA,48.22322221
2016-04-20T16:00:00Z,picoeukaryotes (< 2µm),22.774385,-158.20742,3.293671342,1.514577802,0.459844849,1.54527,35.10061579,23.9981,KOK1606,29.85076316,NA,NA,NA,NA,NA,48.22322221
2016-04-20T17:00:00Z,Prochlorococcus,22.9037,-158.1850316,243.0978918,6.907249944,0.028413451,0.52525,35.107685,23.88661,KOK1606,166.5275,NA,NA,NA,NA,NA,48.22322221
2016-04-20T17:00:00Z,Synechococcus,22.9037,-158.1850316,2.695470895,0.433730567,0.16091087,1.02861,35.107685,23.88661,KOK1606,166.5275,NA,NA,NA,NA,NA,48.22322221
2016-04-20T17:00:00Z,nanoeukaryotes (2-5µm),22.9037,-158.1850316,0.743013835,1.570216956,2.113307831,2.79081,35.107685,23.88661,KOK1606,166.5275,NA,NA,NA,NA,NA,48.22322221
2016-04-20T17:00:00Z,picoeukaryotes (< 2µm),22.9037,-158.1850316,3.314103559,1.561410977,0.471141275,1.55988,35.107685,23.88661,KOK1606,166.5275,NA,NA,NA,NA,NA,48.22322221
2016-04-20T18:00:00Z,Prochlorococcus,23.02544,-158.139595,242.3145676,7.609217111,0.031402227,0.54601,35.117345,23.81668,KOK1606,471.29,NA,NA,NA,NA,NA,48.22322221
2016-04-20T18:00:00Z,Synechococcus,23.02544,-158.139595,2.607045838,0.416510436,0.159763373,1.02576,35.117345,23.81668,KOK1606,471.29,NA,NA,NA,NA,NA,48.22322221
2016-04-20T18:00:00Z,nanoeukaryotes (2-5µm),23.02544,-158.139595,0.782277408,1.630844763,2.084739693,2.77612,35.117345,23.81668,KOK1606,471.29,NA,NA,NA,NA,NA,48.22322221
2016-04-20T18:00:00Z,picoeukaryotes (< 2µm),23.02544,-158.139595,3.196208739,1.569829863,0.491153736,1.58523,35.117345,23.81668,KOK1606,471.29,NA,NA,NA,NA,NA,48.22322221
2016-04-20T19:00:00Z,Prochlorococcus,23.15224,-158.092765,247.180772,8.291133643,0.033542794,0.56015,35.119965,23.761545,KOK1606,656.6875,NA,NA,NA,NA,NA,48.22322221
2016-04-20T19:00:00Z,Synechococcus,23.15224,-158.092765,2.511974187,0.421267227,0.167703645,1.04523,35.119965,23.761545,KOK1606,656.6875,NA,NA,NA,NA,NA,48.22322221
2016-04-20T19:00:00Z,nanoeukaryotes (2-5µm),23.15224,-158.092765,0.906601759,1.893895111,2.089004453,2.77832,35.119965,23.761545,KOK1606,656.6875,NA,NA,NA,NA,NA,48.22322221
2016-04-20T19:00:00Z,picoeukaryotes (< 2µm),23.15224,-158.092765,3.011096094,1.529166421,0.50784378,1.6059,35.119965,23.761545,KOK1606,656.6875,NA,NA,NA,NA,NA,48.22322221
2016-04-20T20:00:00Z,Prochlorococcus,23.283765,-158.04224,245.2360853,8.353458829,0.034062927,0.5635,35.138735,23.6188,KOK1606,1061.4025,NA,NA,NA,NA,NA,48.22322221
2016-04-20T20:00:00Z,Synechococcus,23.283765,-158.04224,2.628212576,0.434349862,0.165264357,1.03931,35.138735,23.6188,KOK1606,1061.4025,NA,NA,NA,NA,NA,48.22322221
2016-04-20T20:00:00Z,nanoeukaryotes (2-5µm),23.283765,-158.04224,0.99826256,2.072486545,2.076093632,2.77166,35.138735,23.6188,KOK1606,1061.4025,NA,NA,NA,NA,NA,48.22322221
2016-04-20T20:00:00Z,picoeukaryotes (< 2µm),23.283765,-158.04224,2.685489936,1.429396601,0.532266601,1.6354,35.138735,23.6188,KOK1606,1061.4025,NA,NA,NA,NA,NA,48.22322221
2016-04-20T21:00:00Z,Prochlorococcus,23.42024,-158.002795,240.1508431,7.905871056,0.032920438,0.5561,35.21098,23.23039,KOK1606,1598.925,NA,NA,NA,NA,NA,48.22322221
2016-04-20T21:00:00Z,Synechococcus,23.42024,-158.002795,2.241662742,0.372137557,0.16600961,1.04112,35.21098,23.23039,KOK1606,1598.925,NA,NA,NA,NA,NA,48.22322221
2016-04-20T21:00:00Z,nanoeukaryotes (2-5µm),23.42024,-158.002795,1.11428637,2.389727121,2.144625641,2.80677,35.21098,23.23039,KOK1606,1598.925,NA,NA,NA,NA,NA,48.22322221
2016-04-20T21:00:00Z,picoeukaryotes (< 2µm),23.42024,-158.002795,2.513280272,1.355775495,0.53944461,1.64391,35.21098,23.23039,KOK1606,1598.925,NA,NA,NA,NA,NA,48.22322221
2016-04-20T22:00:00Z,Prochlorococcus,23.49715,-157.99032,234.3146965,8.333101112,0.035563715,0.57299,35.21351,23.270175,KOK1606,1911.675,NA,NA,NA,NA,NA,48.22322221
2016-04-20T22:00:00Z,Synechococcus,23.49715,-157.99032,2.107814765,0.364641068,0.172994835,1.05789,35.21351,23.270175,KOK1606,1911.675,NA,NA,NA,NA,NA,48.22322221
2016-04-20T22:00:00Z,nanoeukaryotes (2-5µm),23.49715,-157.99032,1.150461009,2.233217499,1.941150096,2.70039,35.21351,23.270175,KOK1606,1911.675,NA,NA,NA,NA,NA,48.22322221
2016-04-20T22:00:00Z,picoeukaryotes (< 2µm),23.49715,-157.99032,2.327106053,1.230904699,0.528942245,1.63143,35.21351,23.270175,KOK1606,1911.675,NA,NA,NA,NA,NA,48.22322221
2016-04-20T23:00:00Z,Prochlorococcus,23.50054,-157.976465,228.7214706,8.240047717,0.03602656,0.57587,35.2154,23.314525,KOK1606,1602.846,NA,NA,NA,NA,NA,48.22322221
2016-04-20T23:00:00Z,Synechococcus,23.50054,-157.976465,2.12559275,0.354441572,0.166749521,1.04292,35.2154,23.314525,KOK1606,1602.846,NA,NA,NA,NA,NA,48.22322221
2016-04-20T23:00:00Z,nanoeukaryotes (2-5µm),23.50054,-157.976465,1.276337448,2.675736806,2.096418005,2.78214,35.2154,23.314525,KOK1606,1602.846,NA,NA,NA,NA,NA,48.22322221
2016-04-20T23:00:00Z,picoeukaryotes (< 2µm),23.50054,-157.976465,2.112502109,1.144775697,0.541905114,1.64682,35.2154,23.314525,KOK1606,1602.846,NA,NA,NA,NA,NA,48.22322221
2016-04-21T00:00:00Z,Prochlorococcus,23.509255,-157.96219,229.8107917,8.843814033,0.038483023,0.59079,35.215905,23.33449,KOK1606,1331.06,NA,NA,NA,NA,NA,48.22322221
2016-04-21T00:00:00Z,Synechococcus,23.509255,-157.96219,2.012701093,0.357104064,0.177425284,1.06831,35.215905,23.33449,KOK1606,1331.06,NA,NA,NA,NA,NA,48.22322221
2016-04-21T00:00:00Z,nanoeukaryotes (2-5µm),23.509255,-157.96219,1.403981738,2.876442877,2.048775136,2.75746,35.215905,23.33449,KOK1606,1331.06,NA,NA,NA,NA,NA,48.22322221
2016-04-21T00:00:00Z,picoeukaryotes (< 2µm),23.509255,-157.96219,1.912884209,1.005641922,0.525720227,1.62757,35.215905,23.33449,KOK1606,1331.06,NA,NA,NA,NA,NA,48.22322221
2016-04-21T01:00:00Z,Prochlorococcus,23.527365,-157.9583,228.8296093,9.109540406,0.039809273,0.5986,35.2372,23.27259,KOK1606,1612.36,NA,NA,NA,NA,NA,48.22322221
2016-04-21T01:00:00Z,Synechococcus,23.527365,-157.9583,2.161640719,0.378235859,0.174976283,1.06257,35.2372,23.27259,KOK1606,1612.36,NA,NA,NA,NA,NA,48.22322221
2016-04-21T01:00:00Z,nanoeukaryotes (2-5µm),23.527365,-157.9583,1.523457615,3.001988524,1.970510039,2.71615,35.2372,23.27259,KOK1606,1612.36,NA,NA,NA,NA,NA,48.22322221
2016-04-21T01:00:00Z,picoeukaryotes (< 2µm),23.527365,-157.9583,1.721458014,0.899832996,0.522715622,1.62396,35.2372,23.27259,KOK1606,1612.36,NA,NA,NA,NA,NA,48.22322221
2016-04-21T02:00:00Z,Prochlorococcus,23.549725,-157.956975,231.2079033,9.201090485,0.039795744,0.59852,35.24959,23.2222,KOK1606,823.3295,NA,NA,NA,NA,NA,48.22322221
2016-04-21T02:00:00Z,Synechococcus,23.549725,-157.956975,2.551230189,0.464508916,0.182072522,1.07907,35.24959,23.2222,KOK1606,823.3295,NA,NA,NA,NA,NA,48.22322221
2016-04-21T02:00:00Z,nanoeukaryotes (2-5µm),23.549725,-157.956975,1.706820454,3.615135146,2.118052393,2.79324,35.24959,23.2222,KOK1606,823.3295,NA,NA,NA,NA,NA,48.22322221
2016-04-21T02:00:00Z,picoeukaryotes (< 2µm),23.549725,-157.956975,1.570994857,0.811618964,0.516627385,1.6166,35.24959,23.2222,KOK1606,823.3295,NA,NA,NA,NA,NA,48.22322221
2016-04-21T03:00:00Z,Prochlorococcus,23.569755,-157.95423,238.0838486,9.551382615,0.040117726,0.60039,35.243925,23.19282,KOK1606,223.288,NA,NA,NA,NA,NA,48.22322221
2016-04-21T03:00:00Z,Synechococcus,23.569755,-157.95423,2.341746618,0.4354819,0.185964569,1.08795,35.243925,23.19282,KOK1606,223.288,NA,NA,NA,NA,NA,48.22322221
2016-04-21T03:00:00Z,nanoeukaryotes (2-5µm),23.569755,-157.95423,1.822994921,3.851209746,2.112572943,2.79043,35.243925,23.19282,KOK1606,223.288,NA,NA,NA,NA,NA,48.22322221
2016-04-21T03:00:00Z,picoeukaryotes (< 2µm),23.569755,-157.95423,1.543163565,0.771304027,0.499820009,1.59601,35.243925,23.19282,KOK1606,223.288,NA,NA,NA,NA,NA,48.22322221
2016-04-21T04:00:00Z,Prochlorococcus,23.58543,-157.95031,237.4781992,10.2059588,0.042976403,0.61662,35.2416,23.130735,KOK1606,63.49925,NA,NA,NA,NA,NA,48.22322221
2016-04-21T04:00:00Z,Synechococcus,23.58543,-157.95031,2.270944682,0.434130924,0.191167547,1.09965,35.2416,23.130735,KOK1606,63.49925,NA,NA,NA,NA,NA,48.22322221
2016-04-21T04:00:00Z,nanoeukaryotes (2-5µm),23.58543,-157.95031,1.788287131,3.689038549,2.06288939,2.76481,35.2416,23.130735,KOK1606,63.49925,NA,NA,NA,NA,NA,48.22322221
2016-04-21T04:00:00Z,picoeukaryotes (< 2µm),23.58543,-157.95031,1.449608781,0.676208712,0.466476694,1.55387,35.2416,23.130735,KOK1606,63.49925,NA,NA,NA,NA,NA,48.22322221
2016-04-21T05:00:00Z,Prochlorococcus,23.591975,-157.953145,232.8107226,10.03631002,0.043109312,0.61736,35.2427,23.111355,KOK1606,1.112075,NA,NA,NA,NA,NA,48.22322221
2016-04-21T05:00:00Z,Synechococcus,23.591975,-157.953145,2.323414175,0.441424879,0.18998975,1.09702,35.2427,23.111355,KOK1606,1.112075,NA,NA,NA,NA,NA,48.22322221
2016-04-21T05:00:00Z,nanoeukaryotes (2-5µm),23.591975,-157.953145,1.765467531,3.612339173,2.046109095,2.75607,35.2427,23.111355,KOK1606,1.112075,NA,NA,NA,NA,NA,48.22322221
2016-04-21T05:00:00Z,picoeukaryotes (< 2µm),23.591975,-157.953145,1.462769206,0.697634082,0.476926968,1.56727,35.2427,23.111355,KOK1606,1.112075,NA,NA,NA,NA,NA,48.22322221
2016-04-21T06:00:00Z,Prochlorococcus,23.5944,-157.9592,228.1838935,9.059678065,0.039703407,0.59798,35.25609,23.04879,KOK1606,0.08387,NA,NA,NA,NA,NA,48.22322221
2016-04-21T06:00:00Z,Synechococcus,23.5944,-157.9592,2.235201681,0.386913394,0.173099992,1.05814,35.25609,23.04879,KOK1606,0.08387,NA,NA,NA,NA,NA,48.22322221
2016-04-21T06:00:00Z,nanoeukaryotes (2-5µm),23.5944,-157.9592,1.533223993,3.303311909,2.154487487,2.81176,35.25609,23.04879,KOK1606,0.08387,NA,NA,NA,NA,NA,48.22322221
2016-04-21T06:00:00Z,picoeukaryotes (< 2µm),23.5944,-157.9592,1.739399258,0.86155948,0.495320138,1.59043,35.25609,23.04879,KOK1606,0.08387,NA,NA,NA,NA,NA,48.22322221
2016-04-21T07:00:00Z,Prochlorococcus,23.59384,-157.961135,225.3446474,7.943315294,0.035249629,0.57103,35.253405,23.00362,KOK1606,0.02292,NA,NA,NA,NA,NA,48.22322221
2016-04-21T07:00:00Z,Synechococcus,23.59384,-157.961135,2.719386521,0.468957479,0.172449733,1.05659,35.253405,23.00362,KOK1606,0.02292,NA,NA,NA,NA,NA,48.22322221
2016-04-21T07:00:00Z,nanoeukaryotes (2-5µm),23.59384,-157.961135,1.376055393,3.034602881,2.205291223,2.83728,35.253405,23.00362,KOK1606,0.02292,NA,NA,NA,NA,NA,48.22322221
2016-04-21T07:00:00Z,picoeukaryotes (< 2µm),23.59384,-157.961135,2.223613888,1.160082098,0.521710223,1.62275,35.253405,23.00362,KOK1606,0.02292,NA,NA,NA,NA,NA,48.22322221
2016-04-21T08:00:00Z,Prochlorococcus,23.595955,-157.95522,222.9762225,7.546492333,0.033844381,0.56209,35.25748,23.077455,KOK1606,0.04238,NA,NA,NA,NA,NA,48.22322221
2016-04-21T08:00:00Z,Synechococcus,23.595955,-157.95522,2.752265818,0.454503796,0.165138045,1.039,35.25748,23.077455,KOK1606,0.04238,NA,NA,NA,NA,NA,48.22322221
2016-04-21T08:00:00Z,nanoeukaryotes (2-5µm),23.595955,-157.95522,1.102869894,2.571768154,2.331887168,2.89933,35.25748,23.077455,KOK1606,0.04238,NA,NA,NA,NA,NA,48.22322221
2016-04-21T08:00:00Z,picoeukaryotes (< 2µm),23.595955,-157.95522,2.555909161,1.358038861,0.531332992,1.63429,35.25748,23.077455,KOK1606,0.04238,NA,NA,NA,NA,NA,48.22322221
2016-04-21T09:00:00Z,Prochlorococcus,23.593665,-157.95174,222.5325189,7.340504194,0.032986209,0.55653,35.267745,23.04073,KOK1606,0.02972,NA,NA,NA,NA,NA,48.22322221
