population,time,lat,lon,NO3NO2,PO4,Fe,SiO4,Satellite_CHL,temp,salin,biomass
non_pro_syn,2023-02-25 08:40:00,21.2807,-156.7624,0.0005335358248683,0.2111381107113427,0.000449521122189,2.0895654619154005,0.0723361108684912,24.26368,34.86545,6.613249068550795
prochloro,2023-02-25 08:40:00,21.286975,-156.76315,0.0005335358248683,0.2111381107113427,0.000449521122189,2.0895654619154005,0.0723361108684912,24.26368,34.86545,1.0670473902408442
non_pro_syn,2023-02-25 08:50:00,21.27113333333333,-156.76233333333334,0.0005335358248683,0.2111381107113427,0.000449521122189,2.0895654619154005,0.0723361108684912,24.33046,34.8685,7.982005862466856
prochloro,2023-02-25 08:50:00,21.27345,-156.7623,0.0005335358248683,0.2111381107113427,0.000449521122189,2.0895654619154005,0.0723361108684912,24.33046,34.8685,1.1750584749976525
non_pro_syn,2023-02-25 09:00:00,21.25515,-156.76225,0.0005335358248683,0.2111381107113427,0.000449521122189,2.0895654619154005,0.0723361108684912,24.37951,34.867110000000004,10.55687823416746
non_pro_syn,2023-02-25 09:10:00,21.23903333333333,-156.7619,0.0007169839310032,0.2096904392319697,0.0004922553651407,2.0909243729379443,0.0716264938314755,24.37686,34.86412,12.134383395392804
prochloro,2023-02-25 09:10:00,21.2406,-156.76193333333333,0.0007169839310032,0.2096904392319697,0.0004922553651407,2.0909243729379443,0.0716264938314755,24.37686,34.86412,1.8263091216622416
non_pro_syn,2023-02-25 09:20:00,21.22725,-156.76184999999998,0.0007169839310032,0.2096904392319697,0.0004922553651407,2.0909243729379443,0.0716264938314755,24.33689,34.87376,10.959081868066264
prochloro,2023-02-25 09:20:00,21.22725,-156.76184999999998,0.0007169839310032,0.2096904392319697,0.0004922553651407,2.0909243729379443,0.0716264938314755,24.33689,34.87376,1.9845999913597132
non_pro_syn,2023-02-25 09:30:00,21.21166666666667,-156.76183333333333,0.0007169839310032,0.2096904392319697,0.0004922553651407,2.0909243729379443,0.0716264938314755,24.2678,34.88713,11.321126113469312
prochloro,2023-02-25 09:30:00,21.21166666666667,-156.76183333333333,0.0007169839310032,0.2096904392319697,0.0004922553651407,2.0909243729379443,0.0716264938314755,24.2678,34.88713,2.1534030130264097
non_pro_syn,2023-02-25 09:40:00,21.198933333333333,-156.76893333333334,0.0007169839310032,0.2096904392319697,0.0004922553651407,2.0909243729379443,0.0716264938314755,23.9631,34.942930000000004,9.20325958917336
prochloro,2023-02-25 09:40:00,21.198933333333333,-156.76893333333334,0.0007169839310032,0.2096904392319697,0.0004922553651407,2.0909243729379443,0.0716264938314755,23.9631,34.942930000000004,2.593804266170809
non_pro_syn,2023-02-25 09:50:00,21.19535,-156.7881,0.0007169839310032,0.2096904392319697,0.0004922553651407,2.0909243729379443,0.0716264938314755,23.69604,35.00362,8.907924978301846
prochloro,2023-02-25 09:50:00,21.19536666666667,-156.78813333333332,0.0007169839310032,0.2096904392319697,0.0004922553651407,2.0909243729379443,0.0716264938314755,23.69604,35.00362,2.5596968388923163
non_pro_syn,2023-02-25 10:00:00,21.1933,-156.8065,0.0007169839310032,0.2096904392319697,0.0004922553651407,2.0909243729379443,0.0716264938314755,23.76817,35.01777,7.47032527294885
prochloro,2023-02-25 10:00:00,21.194,-156.8004,0.0007169839310032,0.2096904392319697,0.0004922553651407,2.0909243729379443,0.0716264938314755,23.76817,35.01777,2.4327159529626705
non_pro_syn,2023-02-25 10:10:00,21.1913,-156.8251,0.0007169839310032,0.2096904392319697,0.0004922553651407,2.0909243729379443,0.0716264938314755,23.82443,35.0243,7.155111477603647
prochloro,2023-02-25 10:10:00,21.193766666666665,-156.82833333333335,0.0007169839310032,0.2096904392319697,0.0004922553651407,2.0909243729379443,0.0716264938314755,23.82443,35.0243,2.4390140946681704
non_pro_syn,2023-02-25 10:20:00,21.2045,-156.8304,0.0007169839310032,0.2096904392319697,0.0004922553651407,2.0909243729379443,0.0716264938314755,23.90622,35.00565,7.104969758591385
prochloro,2023-02-25 10:20:00,21.20703333333333,-156.83053333333334,0.0007169839310032,0.2096904392319697,0.0004922553651407,2.0909243729379443,0.0716264938314755,23.90622,35.00565,2.0887516004106823
non_pro_syn,2023-02-25 10:30:00,21.2269,-156.8315,0.0007169839310032,0.2096904392319697,0.0004922553651407,2.0909243729379443,0.0716264938314755,23.93473,34.977070000000005,7.335433799072279
prochloro,2023-02-25 10:30:00,21.22203333333333,-156.83133333333333,0.0007169839310032,0.2096904392319697,0.0004922553651407,2.0909243729379443,0.0716264938314755,23.93473,34.977070000000005,1.990868001937166
non_pro_syn,2023-02-25 10:40:00,21.2343,-156.8316,0.0007169839310032,0.2096904392319697,0.0004922553651407,2.0909243729379443,0.0716264938314755,23.89263,34.96823,8.439050597504758
prochloro,2023-02-25 10:40:00,21.24213333333333,-156.83186666666666,0.0007169839310032,0.2096904392319697,0.0004922553651407,2.0909243729379443,0.0716264938314755,23.89263,34.96823,2.208369904207666
non_pro_syn,2023-02-25 10:50:00,21.25825,-156.833,0.0005335358248683,0.2111381107113427,0.000449521122189,2.0895654619154005,0.0723361108684912,23.85638,34.97224,8.054803369785535
prochloro,2023-02-25 10:50:00,21.25825,-156.833,0.0005335358248683,0.2111381107113427,0.000449521122189,2.0895654619154005,0.0723361108684912,23.85638,34.97224,2.2886222866061043
non_pro_syn,2023-02-25 11:00:00,21.27463333333333,-156.8339,0.0005335358248683,0.2111381107113427,0.000449521122189,2.0895654619154005,0.0723361108684912,24.04816,34.922070000000005,7.812540445949723
prochloro,2023-02-25 11:00:00,21.2689,-156.8339,0.0005335358248683,0.2111381107113427,0.000449521122189,2.0895654619154005,0.0723361108684912,24.04816,34.922070000000005,2.1711033503155024
non_pro_syn,2023-02-25 11:10:00,21.291533333333334,-156.83586666666667,0.0005335358248683,0.2111381107113427,0.000449521122189,2.0895654619154005,0.0723361108684912,24.26484,34.88388,8.205534952872565
prochloro,2023-02-25 11:10:00,21.291533333333334,-156.83586666666667,0.0005335358248683,0.2111381107113427,0.000449521122189,2.0895654619154005,0.0723361108684912,24.26484,34.88388,2.1620475572924587
non_pro_syn,2023-02-25 15:30:00,21.2125,-156.8376,0.0006478143280522,0.2074102661572396,0.0004708594959993,2.083622920016448,0.0724412649714698,23.86754,35.00274,7.493795849555606
prochloro,2023-02-25 15:30:00,21.2125,-156.8376,0.0006478143280522,0.2074102661572396,0.0004708594959993,2.083622920016448,0.0724412649714698,23.86754,35.00274,2.3043068316293933
non_pro_syn,2023-02-26 02:00:00,21.2929,-157.2568,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.38827,34.934569999999994,22.166328613324588
non_pro_syn,2023-02-26 02:20:00,21.29283333333333,-157.2569,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.39796,34.93402,23.37762180205577
prochloro,2023-02-26 02:20:00,21.2928,-157.2569,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.39796,34.93402,7.383123058719207
non_pro_syn,2023-02-26 02:30:00,21.2928,-157.2569,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.41551,34.93204,21.3185496575919
prochloro,2023-02-26 02:30:00,21.2929,-157.2569,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.41551,34.93204,6.8071914348602185
non_pro_syn,2023-02-26 02:40:00,21.294025,-157.258175,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.42425,34.93098,19.83192038243396
prochloro,2023-02-26 02:40:00,21.294025,-157.258175,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.42425,34.93098,6.819008694775525
non_pro_syn,2023-02-26 02:50:00,21.29765,-157.2685,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.479,34.92384,16.778808568176554
prochloro,2023-02-26 02:50:00,21.29835,-157.27105,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.479,34.92384,6.564901595214343
prochloro,2023-02-26 03:00:00,21.3026,-157.2862,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.49986,34.91032,6.511068527162128
prochloro,2023-02-26 03:10:00,21.2995,-157.30223333333333,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.49725,34.90229,7.235937150671724
non_pro_syn,2023-02-26 03:20:00,21.2875,-157.30615,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.4872,34.89152,10.699258844842957
prochloro,2023-02-26 03:20:00,21.2893,-157.30554999999998,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.4872,34.89152,6.419111425075804
non_pro_syn,2023-02-26 03:30:00,21.284,-157.3123,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.48308,34.89314,9.049961643934266
prochloro,2023-02-26 03:30:00,21.2854,-157.31236666666666,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.48308,34.89314,5.870210885301376
non_pro_syn,2023-02-26 03:40:00,21.2944,-157.30945,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.47965,34.89747,9.410600754527328
prochloro,2023-02-26 03:40:00,21.29585,-157.30885,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.47965,34.89747,5.911206681012455
non_pro_syn,2023-02-26 03:50:00,21.3117,-157.3027,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.47998,34.896910000000005,15.45371146285786
prochloro,2023-02-26 03:50:00,21.3039,-157.3058,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.47998,34.896910000000005,6.200191074971418
non_pro_syn,2023-02-26 04:00:00,21.3178,-157.3085,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.47935,34.907259999999994,16.00951941276551
prochloro,2023-02-26 04:00:00,21.317633333333333,-157.30433333333335,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.47935,34.907259999999994,6.266550811140432
prochloro,2023-02-26 04:10:00,21.30725,-157.31065,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.47549,34.8955,6.190447287567546
non_pro_syn,2023-02-26 04:20:00,21.29555,-157.31414999999998,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.46991,34.89344,9.053105994511569
prochloro,2023-02-26 04:20:00,21.293666666666667,-157.31476666666666,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.46991,34.89344,5.534828225019429
non_pro_syn,2023-02-26 04:30:00,21.2803,-157.31875,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.46663,34.893860000000004,8.692127446672785
prochloro,2023-02-26 04:30:00,21.28226666666667,-157.31820000000002,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.46663,34.893860000000004,5.47313243846466
non_pro_syn,2023-02-26 04:40:00,21.26813333333333,-157.3217,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.5037,34.89389,8.77321257199281
prochloro,2023-02-26 04:40:00,21.2631,-157.32296666666664,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.5037,34.89389,6.270334809920749
non_pro_syn,2023-02-26 04:50:00,21.2436,-157.3289,0.0006539679650927,0.2046143583138473,0.0004036677763679,2.067199887707829,0.0722820378432516,24.51876,34.89301,8.882996752391605
prochloro,2023-02-26 04:50:00,21.25055,-157.32645000000002,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.51876,34.89301,6.489262848940465
prochloro,2023-02-26 05:00:00,21.24615,-157.33645,0.0006539679650927,0.2046143583138473,0.0004036677763679,2.067199887707829,0.0722820378432516,24.51355,34.88825,6.174433896241808
non_pro_syn,2023-02-26 05:10:00,21.2571,-157.3309,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.53244,34.889869999999995,8.778094534742635
prochloro,2023-02-26 05:10:00,21.2536,-157.3326,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.53244,34.889869999999995,5.975781526391105
non_pro_syn,2023-02-26 05:20:00,21.267,-157.3286,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.53805,34.89268,7.950891040695237
prochloro,2023-02-26 05:20:00,21.266975,-157.32865,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.53805,34.89268,5.502076034207994
non_pro_syn,2023-02-26 05:30:00,21.2771,-157.3262,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.52228,34.89349,8.17428726738233
prochloro,2023-02-26 05:30:00,21.280866666666668,-157.32513333333335,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.52228,34.89349,5.1461902741471
non_pro_syn,2023-02-26 05:40:00,21.2952,-157.32,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.47565,34.8942,7.794804030217454
prochloro,2023-02-26 05:40:00,21.2934,-157.32065,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.47565,34.8942,4.501493586387086
non_pro_syn,2023-02-26 05:50:00,21.3022,-157.3182,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.46893,34.89474,8.121542285369868
prochloro,2023-02-26 05:50:00,21.30405,-157.31765,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.46893,34.89474,4.622391462756506
non_pro_syn,2023-02-26 06:00:00,21.3204,-157.3132,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.47523,34.89539,15.403805663630578
prochloro,2023-02-26 06:00:00,21.3168,-157.31414999999998,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.47523,34.89539,5.21103858362136
prochloro,2023-02-26 06:10:00,21.32303333333333,-157.31696666666667,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.48053,34.89832,5.782836027360707
non_pro_syn,2023-02-26 06:20:00,21.3022,-157.3254,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.45693,34.8948,9.350597697799952
prochloro,2023-02-26 06:20:00,21.308825,-157.3234,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.45693,34.8948,5.053662726114943
non_pro_syn,2023-02-26 06:30:00,21.29135,-157.32815,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.47211,34.89472,9.15183329500485
prochloro,2023-02-26 06:30:00,21.293533333333333,-157.3276,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.47211,34.89472,4.925032947886804
non_pro_syn,2023-02-26 06:40:00,21.2808,-157.33135,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.51885,34.892070000000004,9.090739830843564
prochloro,2023-02-26 06:40:00,21.2808,-157.33133333333333,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.51885,34.892070000000004,5.1802558546947175
non_pro_syn,2023-02-26 06:50:00,21.26595,-157.33555,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.49768,34.88402,8.865204611873104
prochloro,2023-02-26 06:50:00,21.265875,-157.335575,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.49768,34.88402,5.099664799759376
non_pro_syn,2023-02-26 07:00:00,21.251,-157.34,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.44337,34.88037,8.004421307256845
prochloro,2023-02-26 07:00:00,21.251033333333336,-157.33996666666667,0.0005250478375842,0.2102143644588068,0.0004127860301821,2.080390450544656,0.0732702538516605,24.44337,34.88037,4.674195372431577
non_pro_syn,2023-02-26 07:10:00,21.2424,-157.3425,0.0006539679650927,0.2046143583138473,0.0004036677763679,2.067199887707829,0.0722820378432516,24.43481,34.89007,8.768216311229377
prochloro,2023-02-26 07:10:00,21.238166666666668,-157.3438,0.0006539679650927,0.2046143583138473,0.0004036677763679,2.067199887707829,0.0722820378432516,24.43481,34.89007,4.883288955607582
non_pro_syn,2023-02-26 07:20:00,21.2298,-157.3464,0.0006539679650927,0.2046143583138473,0.0004036677763679,2.067199887707829,0.0722820378432516,24.45501,34.90023,11.049315777006209
prochloro,2023-02-26 07:20:00,21.2234,-157.34825,0.0006539679650927,0.2046143583138473,0.0004036677763679,2.067199887707829,0.0722820378432516,24.45501,34.90023,4.974454143042604
prochloro,2023-02-26 07:30:00,21.208266666666667,-157.35226666666668,0.0006539679650927,0.2046143583138473,0.0004036677763679,2.067199887707829,0.0722820378432516,24.48304,34.89076,4.744199872647991
non_pro_syn,2023-02-26 07:40:00,21.1925,-157.355,0.0006539679650927,0.2046143583138473,0.0004036677763679,2.067199887707829,0.0722820378432516,24.47241,34.89116,8.0466234772475
prochloro,2023-02-26 07:40:00,21.19173333333333,-157.3555,0.0006539679650927,0.2046143583138473,0.0004036677763679,2.067199887707829,0.0722820378432516,24.47241,34.89116,5.017170295329884
non_pro_syn,2023-02-26 07:50:00,21.1674,-157.36053333333334,0.0006539679650927,0.2046143583138473,0.0004036677763679,2.067199887707829,0.0722820378432516,24.50295,34.89712,8.174016939416658
prochloro,2023-02-26 07:50:00,21.16615,-157.360775,0.0006539679650927,0.2046143583138473,0.0004036677763679,2.067199887707829,0.0722820378432516,24.50295,34.89712,4.580886377854958
prochloro,2023-02-26 08:00:00,21.14335,-157.3664,0.0006539679650927,0.2046143583138473,0.0004036677763679,2.067199887707829,0.0722820378432516,24.49966,34.89867,4.250140231915544
prochloro,2023-02-26 08:10:00,21.117,-157.37040000000002,0.0006539679650927,0.2046143583138473,0.0004036677763679,2.067199887707829,0.0722820378432516,24.53374,34.89237,4.357895292827506
non_pro_syn,2023-02-26 08:20:00,21.0984,-157.37310000000002,0.0006539679650927,0.2046143583138473,0.0004036677763679,2.067199887707829,0.0722820378432516,24.48425,34.88255,7.5900188850512675
prochloro,2023-02-26 08:20:00,21.0904,-157.374375,0.0006539679650927,0.2046143583138473,0.0004036677763679,2.067199887707829,0.0722820378432516,24.48425,34.88255,4.112137465554443
non_pro_syn,2023-02-26 08:30:00,21.0539,-157.3811,0.0006539679650927,0.2046143583138473,0.0004036677763679,2.067199887707829,0.0722820378432516,24.46578,34.8916,6.619514342544189
prochloro,2023-02-26 08:30:00,21.0539,-157.3811,0.0006539679650927,0.2046143583138473,0.0004036677763679,2.067199887707829,0.0722820378432516,24.46578,34.8916,3.1325511503072896
non_pro_syn,2023-02-26 08:40:00,21.04145,-157.38299999999998,0.0006539679650927,0.2046143583138473,0.0004036677763679,2.067199887707829,0.0722820378432516,24.44147,34.89352,6.837725922848355
prochloro,2023-02-26 08:40:00,21.037233333333333,-157.38363333333334,0.0006539679650927,0.2046143583138473,0.0004036677763679,2.067199887707829,0.0722820378432516,24.44147,34.89352,3.2732710510928045
non_pro_syn,2023-02-26 08:50:00,21.007675,-157.38909999999998,0.0006539679650927,0.2046143583138473,0.0004036677763679,2.067199887707829,0.0722820378432516,24.42348,34.89021,7.412396862803748
prochloro,2023-02-26 08:50:00,21.007675,-157.38909999999998,0.0006539679650927,0.2046143583138473,0.0004036677763679,2.067199887707829,0.0722820378432516,24.42348,34.89021,3.2946022766484258
non_pro_syn,2023-02-26 09:00:00,20.9947,-157.3903,0.0007506579526648,0.1993127256573643,0.0003633233953621,2.0546679433900863,0.0699962873914046,24.41515,34.89491,7.810656403483275
prochloro,2023-02-26 09:00:00,20.9949,-157.3902,0.0007506579526648,0.1993127256573643,0.0003633233953621,2.0546679433900863,0.0699962873914046,24.41515,34.89491,3.0116297526290623
non_pro_syn,2023-02-26 09:10:00,20.99505,-157.389,0.0007506579526648,0.1993127256573643,0.0003633233953621,2.0546679433900863,0.0699962873914046,24.41425,34.89429,7.376494754645423
non_pro_syn,2023-02-26 09:20:00,20.9958,-157.3843,0.0007506579526648,0.1993127256573643,0.0003633233953621,2.0546679433900863,0.0699962873914046,24.42037,34.89483,7.599150263868733
prochloro,2023-02-26 09:20:00,20.995666666666665,-157.38526666666667,0.0007506579526648,0.1993127256573643,0.0003633233953621,2.0546679433900863,0.0699962873914046,24.42037,34.89483,2.9333166048201544
non_pro_syn,2023-02-26 09:30:00,20.99585,-157.38395,0.0007506579526648,0.1993127256573643,0.0003633233953621,2.0546679433900863,0.0699962873914046,24.41329,34.89502,7.167797289945558
